date,total_pixels,water_percent,class1_percent,class2_percent,class3_percent
2013-03-30,243517.8980392161,0.1678751832775859,0,0.16700461071718273,8.705725604031764e-4
2013-04-23,243517.8980392161,0.07575984590833462,0,0.07568182289584566,7.802301248896392e-5
2013-05-25,243004.8980392161,0.13817307224776484,0,0.13817307224776484,0
2013-06-03,57291.25490196079,0.025463489962195232,0,0.025446035291291073,1.7454670904158796e-5
2013-06-10,243517.8980392161,0.03648312583667396,0,0.03646259346496634,2.0532371707622086e-5
2013-07-05,33111.97254901962,0.013132267897175509,0,0.013132267897175509,0
2013-07-12,240689.4431372552,0.014878435490413403,0,0.014741329352437996,1.371061379754054e-4
2013-07-21,24503.80000000001,0.020021544477535208,0,0.020021544477535208,0
2013-07-28,243517.8980392161,0.00899546555051297,0,0.008974933178805346,2.0532371707622086e-5
2013-08-06,37278.63529411766,0.04056226496551879,0,0.04056226496551879,0
2013-08-13,242980.8980392161,0.02825754284662637,0,0.027969454356687944,2.880884899384243e-4
2013-09-07,50904.04705882354,0.0483941644302406,0,0.0483941644302406,0
2013-09-14,243517.89803921606,0.033606001082434375,0,0.033597788133751326,8.212948683048834e-6
2013-10-16,243517.8980392161,0.10286529810813586,0,0.10276674272393926,9.855538419658601e-5
2013-10-25,34315.90588235295,0.3706009081022965,0,0.3706009081022965,0
2013-11-01,220827.22745098075,0.18587049767573569,0,0.18508707978838118,7.834178873545046e-4
2013-12-12,1158.4039215686275,0.929358515604635,0.6689190332878572,0.0792808224974864,0.18115865981929158
2013-12-19,228324.0705882356,0.8421423295866446,0.29061348955023253,0.3056283365243598,0.24590050351205284
2013-12-28,48526,0.8430684015765147,0.06054251894880691,0.7481567593034824,0.03436912332422562
2014-01-04,222294.7725490197,0.5953574768510418,0.011306308756221883,0.5611721846034244,0.02287898349139554
2014-01-20,209212.2784313728,0.9402360462066379,0.332838861049114,0.40650604037017884,0.2008911447873441
2014-03-18,66534.19607843136,0.2683608370043534,0,0.2683608370043534,0
2014-04-10,243517.89803921606,0.10076492505346131,0,0.10075671210477827,8.212948683048834e-6
2014-04-19,55802.76862745099,0.14323099858844587,0,0.14323099858844587,0
2014-05-12,202324.7647058824,0.14934263617908808,0,0.14934263617908808,0
2014-05-21,22734.466666666667,0.03903082975508035,0,0.03903082975508035,0
2014-06-06,30657.80000000001,0.03635475679093404,0,0.03635475679093404,0
2014-06-29,243517.8980392161,0.019764299967547545,0,0.019690383429400105,7.391653814743951e-5
2014-07-15,243517.8980392161,0.026210820530902998,0,0.02595211264738696,2.5870788351603827e-4
2014-07-24,15644.77647058824,0.03686327178550856,0,0.03686327178550856,0
2014-07-31,243012.8980392161,0.01944791472296416,0,0.019435569699205315,1.234502375884541e-5
2014-08-09,30666.80000000001,0.11769347805904677,0,0.11769347805904677,0
2014-08-16,89231.00784313727,0.19351964478012496,0,0.19351964478012496,0
2014-08-25,21646.17254901961,0.11325028887052258,0,0.11325028887052258,0
2014-09-01,243517.89803921606,0.01922074769911824,0,0.01922074769911824,0
2014-09-10,29859.266666666677,0.08733978600002387,0,0.08733978600002387,0
2014-10-03,243517.8980392161,0.039330072030458574,0,0.039330072030458574,0
2014-10-12,36003.64313725491,0.3328314596485823,0,0.3328314596485823,0
2014-10-19,240868.89803921606,0.09968281663400672,0,0.09968281663400672,0
2014-12-31,3418.9294117647087,0.8768333625822542,0.2732411361428355,0.5473826802794581,0.05620954615996059
2015-01-07,241391.67450980432,0.36675147608531394,4.142644944282799e-6,0.36424931853896714,0.0024980149014025284
2015-02-17,34997.40000000001,0.33951059893861013,0,0.33948202538743205,2.8573551178087508e-5
2015-02-24,239787.97647058862,0.34616596092881574,0,0.345974124788084,1.9183614073177755e-4
2015-03-05,25215.160784313724,0.8560486330508288,0,0.8560486330508288,0
2015-03-12,23960.117647058825,0.3959381848594805,0,0.3959381848594805,0
2015-04-22,85532.82352941173,0.09005752636185539,0,0.08996986365055593,8.76627112994576e-5
2015-05-08,62859.84313725488,0.046914455190071175,0,0.046914455190071175,0
2015-05-24,19437.823529411766,0.0661104436569494,0,0.0661104436569494,0
2015-06-16,236038.72156862757,0.1102174927297571,0,0.1102174927297571,0
2015-06-25,17366.6274509804,0.01490530632337433,0,0.01490530632337433,0
2015-07-02,243517.8980392161,0.0450794581850117,0,0.04344817333070684,0.0016312848543048643
2015-07-18,243517.8980392161,0.0264233104483007,0,0.025716996861558504,7.063135867421997e-4
2015-07-27,23637.231372549028,0.0445332670592455,0,0.0445332670592455,0
2015-08-12,17510.215686274518,0.04611873628951613,0,0.04611873628951613,0
2015-08-19,243517.8980392161,0.11094447235057665,0,0.10926083397437258,0.0016836383762040639
2015-09-13,25865.60000000001,0.08891997972020675,0,0.08891997972020675,0
2015-09-20,243517.89803921606,0.015920124661610385,0,0.01584620812346295,7.391653814743951e-5
2015-09-29,30997.066666666677,0.10656947678287582,0,0.10656947678287582,0
2015-10-06,212548.75686274524,0.357023983775035,0,0.3570192789721712,4.704802863870696e-6
2015-10-15,19910.08235294118,0.47359983738655603,0,0.47359983738655603,0
2015-10-22,243517.89803921606,0.1454952846079806,0,0.1454952846079806,0
2015-11-16,26939.40000000001,0.9838918053839648,0.2920739897405169,0.513183620404664,0.17863419523878352
2015-11-23,243516.8980392161,0.30435109797670856,0,0.30374333727840924,6.07760698299327e-4
2016-03-23,13970.035294117644,0.9243257066455123,7.694339621582217e-4,0.9219098917318553,0.0016463809514987123
2016-03-30,243447.9019607847,0.40030705929512705,0.001845206966615152,0.34421831848228024,0.0542435338462317
2016-04-08,24030.01176470588,0.3701761506403839,0,0.3701761506403839,0
2016-04-15,234748.27450980418,0.44012063986437816,0.015762616643510155,0.3519729352142072,0.07238508800666069
2016-05-01,238033.4274509808,0.10010556434617733,0,0.1000341458055881,7.141854058922409e-5
2016-05-10,29486.086274509813,0.045616729565503264,0,0.045616729565503264,0
2016-05-17,243517.89803921606,0.09320258684049847,0,0.09272315998708074,4.7942685341773896e-4
2016-06-11,13186.96470588236,0.007786060863431384,0,0.007786060863431384,0
2016-06-27,15222.921568627455,0.013603325222928784,0,0.013603325222928784,0
2016-07-04,242096.8980392161,0.06812822265024353,0,0.06812822265024353,0
2016-07-13,18797.85490196079,0.019771968140711922,0,0.019771968140711922,0
2016-07-20,187967.82352941186,0.037348528257704496,0,0.03713040581935225,2.1812243835224603e-4
2016-07-29,16651.415686274515,0.030965982754572352,0,0.030965982754572352,0
2016-08-05,243496.86274509845,0.031061204637656836,0,0.030835329037536368,2.2587560012046661e-4
2016-08-21,243517.8980392161,0.02084707257657138,0,0.020727984820667168,1.1908775590420809e-4
2016-09-15,21047.560784313726,0.10982093216334696,0,0.10982093216334696,0
2016-10-08,239230.05490196118,0.07876867855019319,0,0.07876449847340306,4.1800767901416475e-6
2016-11-02,33007.972549019614,0.45846487711287326,0,0.45846487711287326,0
2016-11-09,243517.8980392161,0.1937886145470578,0,0.19322602756226898,5.625869847888451e-4
2017-03-01,215295.25882352956,0.971684612746406,0.5175454170179167,0.09216182478887036,0.3619773709396179
2017-04-02,237471.2431372553,0.5936570862730832,0.008803129879899419,0.4040630091896195,0.18079094720356337
2017-05-04,237990.82352941216,0.14621231070698698,0,0.14385613154305152,0.002356179163935465
2017-05-20,243517.8980392161,0.13549229960372985,0,0.13498720325972235,5.050963440075033e-4
2017-05-29,21501.98823529412,0.028449717463428368,0,0.028449717463428368,0
2017-06-05,243516.8980392161,0.12020289158497643,0,0.11989901123582677,3.038803491496635e-4
2017-06-21,243317.8980392161,0.10103408009894052,0,0.10081214821297915,2.219318859613718e-4
2017-06-30,19551.06666666667,0.011871775914337555,0,0.011871775914337555,0
2017-07-07,243517.8980392161,0.06730905989371724,0,0.067267995150302,4.106474341524417e-5
2017-07-16,12338.843137254911,0.013347614181899652,0,0.013347614181899652,0
2017-08-01,19854.08235294118,0.04551442080070064,0,0.04551442080070064,0
2017-08-08,243515.89803921606,0.13908651034000996,0,0.1386881790574077,3.9833128260225137e-4
2017-08-17,22270.10980392157,0.04131432300535423,0,0.04131432300535423,0
2017-08-24,229321.43921568635,0.40662639018196645,0,0.4051954336140583,0.0014309565679081811
2017-09-02,18818.694117647065,0.09686842474327256,0,0.09686842474327256,0
2017-09-09,243514.89803921606,0.10847631998164642,0,0.10822582196082234,2.504980208240748e-4
2017-10-27,230971.8980392161,0.13668139307126279,0,0.1362960648094459,3.85328261816894e-4
2017-12-07,27434.968627450988,0.8440418890046864,0.0464399448992891,0.779080998245119,0.01852094586027821
2017-12-30,243234.8980392161,0.5275455587601987,2.055626080100506e-5,0.5242881411221628,0.0032368613772349657
2018-04-21,243517.8980392161,0.06364614919636126,0,0.06293368395001725,7.124652463440128e-4
2018-05-07,232690.72156862772,0.06394983535664786,0,0.06382090885799865,1.2892649864920406e-4
2018-06-01,15678.776470588242,0.007006599154395799,0,0.007006599154395799,0
2018-06-24,243517.89803921606,0.030568385648635454,0,0.030004784123126935,5.63601525508516e-4
2018-07-03,13532.0705882353,0.005869571139352902,0,0.005869571139352902,0
2018-07-10,243517.8980392161,0.015177770723588455,0,0.015091534762416441,8.623596117201275e-5
2018-07-19,11330.098039215693,0.006531276229373433,0,0.006531276229373433,0
2018-07-26,243517.8980392161,0.03358163600134133,0,0.03267513581640505,9.065001849362783e-4
2018-08-04,12059.737254901967,0.01284162858554132,0,0.01284162858554132,0
2018-08-11,243517.89803921606,0.03729213348959617,0,0.03662791529080983,6.642181987863377e-4
2018-08-20,13915.015686274515,0.35205021856766927,0,0.35205021856766927,0
