year_month,mean_water,mean_class1,mean_class2,mean_class3,sd_water,n_obs
2016-10-01,0.12069971833995027,3.707656005769818e-6,0.11768292775680053,0.0030130829271439565,0.012251421472307383,2
2016-11-01,0.1421163532842946,7.455689412468767e-6,0.1351844406720506,0.006924456922831523,NA,1
2017-01-01,0.9990726297544845,0.9413139172144593,0.008125133680825602,0.04963357885909193,NA,1
2017-03-01,0.4279981320490509,1.2500368755389947e-4,0.36092140207118584,0.06695172629031126,NA,1
2017-04-01,0.29725193782486625,9.318978276868933e-6,0.2702068156828836,0.027035803163705654,NA,1
2017-05-01,0.1628636142027953,8.157153957959654e-6,0.14499257844556696,0.017862878603270474,0.017101878235259292,3
2017-06-01,0.125547808652782,1.7977696525757565e-4,0.11187277740398208,0.013495254283542361,0.02639343449844531,3
2017-07-01,0.07602146876412294,1.6677244240737423e-4,0.06879169824552495,0.007062998076190623,0.01298822022799497,2
2017-08-01,0.054016738286343166,1.0322267624745615e-4,0.04527553421635312,0.008637981393742583,0.005695539886290152,4
2017-09-01,0.056198439815022636,1.027741788169958e-4,0.048243481033292304,0.007852184602913398,0.014762739312094425,2
2017-10-01,0.13664479345463892,9.3235275072387e-6,0.12223581388359646,0.014399656043535245,0.050036842124240276,2
2017-12-01,0.3003530849821131,0.004600732238808971,0.2033268093132374,0.09242554343006629,0.2318827720311066,2
2018-04-01,0.21903424999675342,5.591407808604521e-6,0.19633127049121618,0.02269738809772862,NA,1
2018-05-01,0.16478086374981105,3.7444572946221383e-6,0.1493443385527313,0.015432780739785143,NA,1
2018-06-01,0.1041975892718775,2.0528792262987705e-4,0.09350855446627943,0.010483746882968208,0.018730115952823236,3
2018-07-01,0.05187176442301036,2.7611379729424086e-4,0.04388713621705429,0.0077085144086618245,0.0072525807904368,4
2018-08-01,0.044239697245810006,5.330337225562272e-6,0.03634215110644469,0.007892215802139758,0.021520624924580994,4
2018-09-01,0.03182379846907215,1.945411197254411e-6,0.02852027503298691,0.003301578024887986,0.008800386111374228,2
2018-10-01,0.07238155063065446,1.3185419829148266e-5,0.06797881924729213,0.004389545963533203,0.026897483605321168,3
2018-11-01,0.08328767009051397,5.596045402727608e-6,0.0721883858576397,0.011093688187471567,NA,1
2019-01-01,0.17560219081878042,1.8773993786949246e-4,0.16501358299317734,0.0104008678877337,0.06845502890995338,2
2019-03-01,0.23101115267170091,3.882623471769456e-4,0.20783513129343598,0.022787759031087994,NA,1
2019-04-01,0.2328440625682565,9.025212457097223e-6,0.2236009076804098,0.009234129675389662,0.004862685829637054,2
2019-05-01,0.15610535209221163,9.617233648225248e-7,0.14658655980543667,0.009517830563410115,0.011204336707227702,2
2019-06-01,0.1522443443631927,9.771579266304799e-5,0.13977902493290198,0.01236760363762766,0.007034187229992998,3
2019-07-01,0.0998084455770406,7.24078382217694e-5,0.08801643186191813,0.011719605876900713,0.013746247432753069,4
2019-08-01,0.06903270474983925,5.249975602614117e-6,0.06235765614506865,0.006669798629168006,0.007145728635675098,4
2019-09-01,0.06048549968609345,6.294609667292218e-7,0.05614617511519884,0.004338695109927883,0.006799790575119971,3
2019-10-01,0.10665064426032836,3.124131978477461e-6,0.09894130406170366,0.007706216066646216,0.02262388129378202,3
2019-11-01,0.16102224689192834,7.544732946528887e-6,0.15070254386921494,0.01031215828976687,0.03696505055135843,2
2020-02-01,0.3158596676569997,2.7986541455690376e-5,0.2895309300217747,0.02630075109376928,0.0075990555003853525,2
2020-04-01,0.20309584236065653,1.2426045476664907e-6,0.1903145801612025,0.012780019594906367,0.022749396874105862,3
2020-05-01,0.14142916449146345,3.9139708762849517e-5,0.13138612356184057,0.010003901220860052,0.011192147096563031,2
2020-06-01,0.10619490225048789,4.945704530986907e-4,0.09789045076474559,0.007809881032643637,0.003322257974080864,2
2020-07-01,0.061052393160708346,1.615831496061275e-4,0.05399600166005253,0.006894808351049707,0.011271403982119314,4
2020-08-01,0.023519639390346327,4.967527254854691e-6,0.02115403781170825,0.002360634051383219,0.018386396523241498,2
