date,total_pixels,water_percent,class1_percent,class2_percent,class3_percent
2016-10-01,759300,0.12372679816270786,0,0.09275607391672018,0.030970724245987683
2016-10-08,418839,0.11672858383165705,0,0.10141639641959775,0.015312187412059301
2016-11-09,492254,0.15400525626290607,0,0.14190578165011786,0.012099474612788213
2017-01-05,660689,0.998425665073583,0.8947500210824371,0.010328670071583274,0.09334697391953695
2017-03-01,454471,0.7781435762988501,0.1318464708074511,0.2778922225940579,0.36840488289738305
2017-04-02,447326,0.16261162601427154,4.472758271094971e-6,0.16106628803160822,0.0015408652243922175
2017-05-04,603817,0.21328056794979036,1.722804934573181e-4,0.21171844770623025,0.0013898397501027873
2017-05-20,546913,0.20229314770964804,3.657955169923079e-6,0.20085740030545324,0.0014320894490248855
2017-05-29,798546,0.17946184684624344,3.519843532381209e-4,0.17743104621360997,0.0016788162793953407
2017-06-05,506224,0.1695720508437921,1.976047667539296e-6,0.16848917672198058,0.001080898074143995
2017-06-21,433710,0.025316120562124116,2.99851686029414e-5,0.02422973483812524,0.0010564005553959355
2017-06-30,808514,0.17178330011052712,9.588373468011958e-4,0.16941960897357625,0.0014048537901496603
2017-07-07,494603,0.10749184600778587,1.8202247527868038e-5,0.10703881229153671,4.34831468721292e-4
2017-07-16,808514,0.16893941643777557,8.400652367458218e-4,0.16661067282977607,0.001488678371253692
2017-08-01,808475,0.16946809962944395,0,0.16715316899473298,0.00231493063471097
2017-08-08,523334,0.18794046091845032,0,0.18767668583238273,2.637750860675966e-4
2017-08-17,808514,0.16599035540384022,2.474418959486957e-6,0.1636928573999566,0.0022950235849241523
2017-08-24,527527,0.19050646061633725,0,0.19004378256513335,4.626780512038955e-4
2017-09-02,808515,0.1653617988068038,2.474415898116151e-6,0.1630061548717972,0.0023531695191084594
2017-09-09,535067,0.19866976080586718,0,0.19820425282140636,4.655079844608181e-4
2017-10-04,481304,0.18536867889261904,0,0.18279867311164383,0.0025700057809752053
2017-10-27,445280,0.16824032328403918,0,0.1681437167827679,9.66065012712898e-5
2017-12-07,808468,0.6644515022016355,0.037953094990880384,0.247216034111022,0.37928237309968765
2017-12-14,44662,0.8446722521698348,0,0.8446722521698348,0
2018-04-21,443997,0.1551280006673666,6.759476248919373e-6,0.1537963838463295,0.0013248573447881972
2018-05-07,400365,0.13192620312883613,7.496570906776866e-6,0.13091666491339016,0.0010020416445391744
2018-06-01,808514,0.1687517924072219,2.474418959486957e-6,0.16632809903640444,0.002421218951857987
2018-06-08,535695,0.12872343797833297,3.3610843446833344e-5,0.12743128777471027,0.0012585393601758706
2018-06-24,504525,0.10015928034274639,0,0.09976671067195138,3.9256967079501296e-4
2018-07-03,808506,0.16135859812549694,0,0.16016096749534547,0.0011976306301514378
2018-07-10,550418,0.16292361140983208,0,0.16265464884334938,2.6896256648270203e-4
2018-07-19,808515,0.1588845494210804,0,0.15821645712858906,6.680922924913607e-4
2018-07-26,584966,0.1864301867680431,0,0.18606767801110297,3.625087569401542e-4
2018-08-04,804776,0.15476489348925607,0,0.15432115756432102,4.437359249350294e-4
2018-08-11,562947,0.19242506612515062,0,0.19199151221005603,4.335539150946124e-4
2018-08-20,807324,0.1554469696668849,0,0.15487949223990424,5.674774269806322e-4
2018-08-27,493418,0.23816298485945078,0,0.23762172811351637,5.412567459344213e-4
2018-09-05,651954,0.1051912179056707,0,0.10456208425916826,6.291336465024469e-4
2018-09-21,604593,0.1657649326786987,0,0.1652686885365446,4.962441421541056e-4
2018-10-07,808515,0.16745356326756183,0,0.16690053131433286,5.530319532289597e-4
2018-10-14,504913,0.17457533163206088,0,0.17415135687500666,4.239747570542096e-4
2018-10-30,478515,0.18591714001099396,0,0.18556801961771377,3.49120393280184e-4
2018-11-08,806482,0.17206657263749459,0,0.17154067370308057,5.258989344140285e-4
2019-01-02,260994,0.6782759663056387,0.06763916285707837,0.38537481718769534,0.225261986260865
2019-01-27,609084,0.29741323779492473,0.0016235096777305657,0.27019141267906466,0.025598315438129616
