year_month,mean_water,mean_class1,mean_class2,mean_class3,sd_water,n_obs
2016-10-01,0.21904620964027188,0,0.21904620964027188,0,NA,1
2016-11-01,0.5668191542040204,0,0.5668191542040204,0,NA,1
2017-03-01,0.9691975367163213,0.22032407817999988,0.10630291334978635,0.6425705451865342,NA,1
2017-04-01,0.3272749062244192,0.014229172048426815,0.24741072614244838,0.06563500803354402,NA,1
2017-05-01,0.08309909791246395,3.9519518536234124e-4,0.08221587035782785,4.880323692737621e-4,0.01533330791944992,2
2017-06-01,0.09467861657729049,0,0.09463366987811339,4.4946699177093175e-5,0.01909690765716403,2
2017-07-01,0.09136960695028847,0,0.09134361736232892,2.5989587959543673e-5,NA,1
2017-08-01,0.34512811528893506,0,0.34512811528893506,0,0.18150794230062228,2
2017-09-01,0.34623278696025134,0,0.34623278696025134,0,NA,1
2017-10-01,0.393998637228311,0,0.393998637228311,0,NA,1
2017-12-01,0.7428193016086817,0.03530500367755494,0.6934062279455357,0.01410806998559103,NA,1
2018-04-01,0.18260672263493377,3.955701725197864e-5,0.18202655304857143,5.406125691103748e-4,NA,1
2018-05-01,0.2005294496149323,0,0.2005294496149323,0,NA,1
2018-06-01,0.1735278413690416,0,0.1735278413690416,0,0.11194504365562837,2
2018-07-01,0.30558932078657836,0,0.30558932078657836,0,0.30966313550339397,2
2018-08-01,0.22291612510321274,0,0.22291612510321274,0,0.01307107677112326,2
2018-10-01,0.3912687886387797,0,0.3912687886387797,0,0.19829917707535824,2
2019-01-01,0.7969445412581626,0.22879336995995908,0.3958068455429486,0.1723443257552578,NA,1
2019-04-01,0.2189007601791097,2.1243361449546918e-5,0.21753468707695411,0.001344829740706023,NA,1
2019-05-01,0.19506125688414655,0,0.19494031943082638,1.2093745332020696e-4,NA,1
2019-06-01,0.14524851982926568,0,0.1452355250352859,1.2994793979771837e-5,NA,1
2019-07-01,0.2799284762910468,0,0.2799284762910468,0,0.05890577241664208,2
2019-08-01,0.17970708233477417,0,0.17969408754079438,1.2994793979771837e-5,6.871527996841534e-4,2
2019-09-01,0.3213884503770211,0,0.3213884503770211,0,NA,1
2019-10-01,0.6977744084925112,0,0.6977385500725217,3.58584199894239e-5,NA,1
2019-11-01,0.6205686049883059,0,0.6205686049883059,0,0.2228116240526552,2
2020-02-01,0.7838950440561143,0.12526794971812102,0.48009136648306505,0.17853572785493205,0.04204431679525904,2
2020-04-01,0.3022028400434795,0.007071495283641627,0.27071464752883057,0.024416697231007305,0.18100771345756445,2
2020-05-01,0.17123759818904546,0,0.17122460339506568,1.2994793979771837e-5,NA,1
2020-06-01,0.22397892128578042,0,0.22397892128578042,0,NA,1
2020-07-01,0.150492097560021,0,0.15042062619313226,7.14713668887451e-5,0.03834796938610492,2
