year_month,mean_water,mean_class1,mean_class2,mean_class3,sd_water,n_obs
2016-05-01,0.1319958677684994,0,0.129177564502705,0.0028183032657943695,0.05201962501714433,4
2016-06-01,0.15360367440416636,0,0.15102929174359153,0.0025743826605748492,0.018544520310135825,3
2016-07-01,0.11576027795647649,1.8179829729662239e-6,0.11367009987421771,0.0020883600992858153,0.05473037709343563,4
2016-08-01,0.16855699467579333,0,0.1646219387884979,0.003935055887295423,0.039266599773098036,3
2016-09-01,0.13154348639398977,0,0.12915109948118914,0.0023923869128006166,0.02024070212270679,2
2016-10-01,0.12022769099718245,0,0.09708623516815897,0.023141455829023494,0.004948484809682909,2
2016-11-01,0.15400525626290607,0,0.14190578165011786,0.012099474612788213,NA,1
2017-01-01,0.998425665073583,0.8947500210824371,0.010328670071583274,0.09334697391953695,NA,1
2017-03-01,0.7781435762988501,0.1318464708074511,0.2778922225940579,0.36840488289738305,NA,1
2017-04-01,0.16261162601427154,4.472758271094971e-6,0.16106628803160822,0.0015408652243922175,NA,1
2017-05-01,0.19834518750189395,1.7597426728845403e-4,0.19666896474176448,0.0015002484928410046,0.017251558382400695,3
2017-06-01,0.12222382383881444,3.302661876905588e-4,0.12071284017789402,0.0011807174732298637,0.08393181531220567,3
2017-07-01,0.13821563122278072,4.291337421368449e-4,0.13682474256065638,9.61754919987492e-4,0.0434499937384837,2
2017-08-01,0.17847634414201793,6.186047398717392e-7,0.17714162369805142,0.0013341018392266537,0.01253450694033419,4
2017-09-01,0.1820157798063355,1.2372079490580755e-6,0.18060520384660178,0.0014093387517846387,0.023552285797041553,2
2017-10-01,0.17680450108832912,0,0.17547119494720587,0.0013333061411232475,0.012111576401401456,2
2017-12-01,0.7545618771857352,0.018976547495440192,0.5459441431404284,0.18964118654984383,0.12743531441303896,2
2018-04-01,0.1551280006673666,6.759476248919373e-6,0.1537963838463295,0.0013248573447881972,NA,1
2018-05-01,0.13192620312883613,7.496570906776866e-6,0.13091666491339016,0.0010020416445391744,NA,1
2018-06-01,0.13254483690943375,1.2028420802106767e-5,0.13117536582768868,0.001357442660942957,0.03445555826237283,3
2018-07-01,0.16739923643111312,0,0.1667749378695967,6.242985615164137e-4,0.01279580004110606,4
2018-08-01,0.1851999785351856,0,0.1847034725319494,4.965060032361738e-4,0.03944962132499696,4
2018-09-01,0.1354780752921847,0,0.13491538639785644,5.626888943282762e-4,0.04283208447766786,2
2018-10-01,0.17598201163687222,0,0.17553996926901777,4.420423678544511e-4,0.009311819264628369,3
2018-11-01,0.17206657263749459,0,0.17154067370308057,5.258989344140285e-4,NA,1
2019-01-01,0.4878446020502817,0.034631336267404465,0.32778311493337997,0.1254301508494973,0.2693106180311369,2
2019-03-01,0.41773086287459554,0.09028567178039659,0.2253455093105736,0.10209968178364849,NA,1
2019-04-01,0.18201951141261918,3.202082961156483e-5,0.1798589959968916,0.0021284945861159894,0.006537154584456489,2
2019-05-01,0.19084714010804948,0,0.18894743410649883,0.0018997060015506744,0.010120610835956566,2
2019-06-01,0.16519579695783657,0,0.1625011933214335,0.0026946036364030456,0.01801833700241931,3
2019-07-01,0.13878399529130692,0,0.1372489035789674,0.0015350917123395208,0.03650244275515604,4
2019-08-01,0.16195531721683915,4.016964549704787e-6,0.16136869336332332,5.826068889661351e-4,0.07411712920019263,4
2019-09-01,0.16302158365719446,0,0.16261985538160548,4.017282755890042e-4,0.02750727728203256,3
2019-10-01,0.2282743687232449,0,0.22787714444054158,3.972242827033123e-4,0.10146536785700616,3
2019-11-01,0.21916716377337667,0,0.2190128511960111,1.5431257736557723e-4,0.04207142088378212,2
2020-02-01,0.22274261897469433,1.0049250628563352e-6,0.22178572437508487,9.558896745466069e-4,0.03075727307686393,2
2020-04-01,0.1579801323470643,0,0.1573958339690419,5.84298378022393e-4,0.028381865522811113,3
2020-05-01,0.1474520411657972,0,0.14718328784909784,2.6875331669932165e-4,0.012934895518511003,2
2020-06-01,0.09914455776438034,9.042940562843978e-6,0.09885432923502607,2.8118558879144094e-4,0.08319834246885896,2
2020-07-01,0.16798297767535886,0,0.1674368962469646,5.460814283942634e-4,0.015246151841668837,4
2020-08-01,0.1480941770565724,0,0.1475051762670755,5.890007894969378e-4,0.0048608521782318136,2
2020-09-01,0.167171604383963,0,0.1667025717668149,4.6903261714808213e-4,0.016669128069581856,3
2020-10-01,0.1379732878589143,0,0.1375099744445223,4.633134143920031e-4,0.06662352169277283,4
2020-11-01,0.309512142044741,5.953215262631006e-5,0.300900190334261,0.00855241955785363,0.0646932523987621,2
2020-12-01,0.7048410894645669,0.03517808115085762,0.3686756998123236,0.3009873085014061,0.30958222125407,2
2021-02-01,0.34852304419274605,0.007638449715027846,0.2764090143375133,0.06447558014020492,NA,1
2021-03-01,0.18105393522857927,0.00035170186211863473,0.17290504369552978,0.007797189670930853,0.04640739847734917,4
2021-04-01,0.12745485885208835,0,0.12714112151336524,3.137373387231106e-4,0.016664785861433374,4
2021-05-01,0.13031509286607335,0,0.12972579770683457,5.892951592387594e-4,0.01247985896020378,2
2021-06-01,0.12163015856760115,0,0.12100006012333972,6.300984442614285e-4,0.010902797983502417,2
2021-07-01,0.10624133665711329,0,0.10548607673624735,7.552599208659411e-4,0.013328318397451905,3
2021-08-01,0.12146998000894688,9.669659113952985e-7,0.12061803141483071,8.509816282047713e-4,0.010945243431694668,4
2021-09-01,0.1275198302525674,0,0.1263221912517036,0.0011976390008638055,0.013882780043838585,4
2021-10-01,0.11301689967238639,0,0.11132934620402188,0.0016875534683645015,NA,1
2021-11-01,0.27187465203868927,0,0.26291025036855464,0.008964401670134615,0.16176150773421222,3
2021-12-01,0.17155886151165042,0,0.1700489826835681,0.0015098788280822947,0.052216272346103064,3
2022-01-01,0.3064809513786948,0.008615762695127966,0.24670469578034282,0.051160492903224164,0.04449848820724011,2
2022-02-01,0.2243174246440461,0.0032609827488784067,0.19600398183152032,0.025052460063647426,0.03987217222259651,5
2022-03-01,0.1450544978173241,1.2281959062987276e-4,0.13369626996673584,0.011235408259958389,0.029507033927006564,3
2022-04-01,0.12109210143004076,7.889154593553459e-7,0.09695108030955787,0.024140232205023534,0.007238375614340455,3
2022-05-01,0.12049504331692025,0,0.08439709289712381,0.03609795041979648,0.0036493472913602465,2
2022-06-01,0.06116487682551601,2.6671406855525737e-6,0.05770165271905544,0.0034605569657750164,0.07050354275266847,2
2022-07-01,0.11858477221873606,3.274351401451059e-7,0.11329386954922492,0.005290575234370996,0.016953344517777948,6
2022-08-01,0.10620791211554274,4.993695175885462e-7,0.09925214803480205,0.006955264711223105,0.010406677895264792,8
2022-09-01,0.09323465870882991,0,0.09219238273932828,0.0010422759695016238,0.017977228921063283,5
2022-10-01,0.0999755984875626,1.092324188564893e-6,0.09906016692775191,9.143392356221299e-4,0.02054943526244312,6
2022-11-01,0.8519397783823437,0.4039942027743712,0.17721020868266557,0.2707353669252972,0.1256376514538374,3
2022-12-01,0.9875612158417155,0.8520404087051524,0.016177498557477785,0.11934330857905798,NA,1
2023-01-01,0.6847059124444609,0.15673378718106035,0.11730444175092541,0.41066768351246613,0.20228120795837629,3
2023-02-01,0.46562553104421883,0.002046505810512647,0.4300264336596491,0.033552591574057204,0.2865566554055049,2
2023-03-01,0.5599272667785115,0.03810857349984793,0.1691421085835072,0.3526765846951564,NA,1
2023-04-01,0.1397958636334401,5.474458770539335e-6,0.13884179922030027,9.485899543693019e-4,0.012945385708911203,2
2023-05-01,0.13469447855375175,0,0.1337247278517532,9.697507019985248e-4,0.014075369982679052,3
2023-06-01,0.1556789279048559,2.1269003413135516e-5,0.15443604944894396,0.0012216094524987973,0.012568870233277631,6
2023-07-01,0.13892058104282887,3.340461549924541e-5,0.13750904354870994,0.001378132878619675,0.014159554251270284,7
2023-08-01,0.14186421915118722,0,0.14087881349918469,9.85405652002513e-4,0.012070400664030393,7
2023-09-01,0.14436620035295822,0,0.14316466232101555,0.0012015380319426454,0.020381512125214836,2
2023-10-01,0.14007158537581368,0,0.1390529445926324,0.0010186407831812988,0.011817119730818153,5
2023-11-01,0.248068041229727,0,0.2462699062198106,0.0017981350099164036,NA,1
2023-12-01,0.3920748796172739,0,0.39150475955698155,5.701200602923407e-4,0.28107837322396895,2
2024-01-01,0.40116373218916573,0,0.3994966218182178,0.0016671103709478899,NA,1
2024-02-01,0.3952622804907198,0.008240963897965078,0.3353220514051224,0.05169926518763428,0.19194648794253705,2
2024-04-01,0.11108033585133381,0,0.10559223399521665,0.005488101856117164,NA,1
2024-05-01,0.14070739921330844,3.1039458129546648e-06,0.1390065382302062,0.0016977570372892913,0.015362643022778184,5
2024-06-01,0.09098293574843769,1.5028701327573511e-6,0.09011597319828196,8.654596800229627e-4,0.051385334978344785,3
2024-07-01,0.1218651695445709,1.7674574209247885e-7,0.12114961620438866,7.153765944401455e-4,0.03597870205601891,7
2024-08-01,0.14557355630098104,0,0.1445727926688418,0.0010007636321392609,0.02238646660277103,5
2024-09-01,0.13787421140630818,0,0.13695116450778214,9.230468985260449e-4,0.01811415874746013,7
2024-10-01,0.1333911734896951,0,0.13273058775887578,6.605857308193181e-4,0.011359895734750658,4
2024-11-01,0.25199620012247814,6.686339532443892e-4,0.2423776555118365,0.008949910657397264,0.1662929901864521,3
2024-12-01,0.29212384011556575,2.946402271231503e-4,0.28692916594430024,0.004900033944142406,0.05800533619310834,3
2025-01-01,0.3262829330076369,1.9800234915920982e-5,0.3213447620995276,0.004918370673193422,0.17708826898121613,4
2025-02-01,0.8648780531273015,0.6303555011857302,0.14242753064942798,0.09209502129215756,0.18497615282056196,5
2025-03-01,0.2957106046543535,0.0070340486786312235,0.2443663287959948,0.0443102271797275,0.11493103413842734,3
2025-04-01,0.15586548146330925,7.5510880507425735e-6,0.1527549293711127,0.003103001004145805,0.030118105910627135,3
2025-05-01,0.16007208424731273,0,0.15788258909047256,0.0021894951568401638,0.08148397014573903,4
2025-06-01,0.13259757878723316,5.218861186590191e-7,0.13021101561861487,0.002386041282499648,0.05734878878739015,7
2025-07-01,0.16137886595623882,3.464900562734785e-7,0.16010975297514807,0.001268766491034491,0.020184294607444843,8
2025-08-01,0.16274716791835572,0,0.1619920753926371,7.550925257186189e-4,0.010537177361644489,6
2025-09-01,0.14801171265395469,5.749400345998603e-7,0.1473246640728932,6.864736410268791e-4,0.022322877063872745,6
2025-10-01,0.15623443427743233,0,0.15579298542264877,4.414488547835641e-4,NA,1
2025-11-01,0.21463420607995212,0,0.2140422335273573,5.919725525948148e-4,0.043408453208755096,3
2025-12-01,0.41925107178552545,0.04544628719603371,0.30276458213341645,0.07104020245608524,0.28579707742196264,4
