n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
355,2013-03-30,2025-12-29,24.958700930543046,8.891997972020675,31.650142630265332,0.5628244779642088,100,3.9623937975822656,17.098450316511975,3.897856816448798
