n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
207,2013-04-23,2025-12-28,36.47183582847771,26.80199560003359,25.641772568154646,0.07278269655609425,98.73017159454207,2.5579957071232946,30.73217198565254,3.1816681357019143
