n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
472,2013-03-30,2025-12-29,51.79270228143685,50.908635164549935,19.58048448861249,0.8330016534178225,100,2.067002817383442,46.58727338406315,3.1384260799902606
