n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
84,2016-10-01,2020-08-25,13.232949646962394,10.310245178278329,12.731895453780629,1.0518493727177498,99.90726297544845,1.1395193593613995,10.785202724023108,1.308227563577761
