n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
84,2016-10-01,2020-08-25,13.661786312705134,12.597642698412237,9.896846235967354,4.945293940846597,99.98835936628426,1.17418871196641,11.283139827689032,1.2044577730496988
