n_observations,date_range_start,date_range_end,mean_water,median_water,sd_water,min_water,max_water,mean_class1,mean_class2,mean_class3
398,2013-04-09,2025-12-29,19.59248570687806,14.98660069828493,17.49230929554548,0.9207376608889499,99.99553561220262,1.9412034903895128,15.604983410212633,2.04629880627591
